player_name,position,height,height_with_shoes,weight,wingspan,draft_year
Darius Garland,PG,185.42,187.96,87.07,195.58,2019
RJ Barrett,SF,198,200.54,97.05,208.28,2019
Mario Boggan,PF,195.58,200.66,108.86,218.44,2007
Joseph Jones,PF,200.66,204.47,108.86,214,2008
Darius Songaila,PF,203.2,205.74,108.86,215.9,2002
Craig Bradshaw,PF,203.2,207.64,108.86,217.17,2007
Josh McRoberts,PF,203.2,208.28,108.86,215.9,2007
Nate Williams,PF/SF,204.47,208.28,108.86,217.17,2004
Melvin Ely,PF,205.74,208.28,108.86,223.52,2002
Dwight Howard,PF/C,205.74,208.92,108.86,224.79,2004
Trent Plaisted,PF,206.38,208.92,108.86,209.55,2008
Hilton Armstrong,C/PF,207.01,208.92,108.86,223.52,2006
Grant Williams,PF,197.48,201.93,108.95,207.64,2019
Luke Harangody,PF,198.12,202.56,108.95,207.01,2010
Ron Harper Jr.,SF,193.04,196.85,109.04,216.54,2022
Trayce Jackson-Davis,C,203.84,206.38,109.04,215.9,2023
Darnell Jackson,PF,200.66,202.56,109.09,211.46,2008
Jabari Smith,PF/C,207.64,210.18,109.09,219.71,2000
Admiral Schofield,SF,193.04,196.22,109.13,207.64,2019
Mike Scott,PF,201.3,205.1,109.23,210.18,2012
Markieff Morris,PF,202.56,206.38,109.23,210.18,2011
Kyle O'Quinn,PF,204.47,208.28,109.23,225.42,2012
Rolan Roberts,PF,197.48,200.02,109.32,215.9,2002
Marcus Melvin,SF/PF,200.02,204.47,109.32,213.36,2004
Brian Scalabrine,PF/SF,205.1,207.64,109.32,207.64,2001
Darryl Watkins,C,205.1,208.92,109.32,220.98,2007
Michael Southhall,C,207.01,208.92,109.32,224.16,2006
JaVale McGee,C/PF,210.82,213.36,109.32,228.6,2008
Robb Dryden,C,215.9,218.44,109.32,219.71,2001
Jae Crowder,SF,194.94,199.39,109.41,206.38,2012
Jackie Carmichael,PF,201.93,205.74,109.41,217.17,2013
Trey Lyles,PF,205.74,208.92,109.41,217.17,2015
Henry Sims,C/PF,208.28,212.72,109.41,223.52,2012
Semi Ojeleye,SF/SG,196.22,200.02,109.5,207.64,2017
Moritz Wagner,C/PF,209.55,212.09,109.5,213.36,2018
Jamie Skeen,PF,199.39,203.2,109.59,216.54,2011
Kenny Kadji,PF/C,205.1,208.28,109.59,220.98,2013
Nick Richards,C,209.55,212.09,109.59,219.08,2020
Luke Schenscher,C,212.72,217.17,109.59,226.06,2005
Stanley Johnson,SF,195.58,199.39,109.68,212.09,2015
Rick Jackson,PF,203.84,206.38,109.68,218.44,2011
Brandon Davies,PF,204.47,208.92,109.68,217.17,2013
Sam Clancy,PF,198.76,201.3,109.77,220.34,2001
Anthony Tolliver,PF,200.66,204.47,109.77,219.71,2007
Kirk Haston,PF/SF,203.2,205.74,109.77,214,2001
Matt Bonner,PF/SF,204.47,207.01,109.77,205.1,2003
Kris Lang,C/PF,206.38,208.92,109.77,212.72,2002
Major Wingate,C,204.47,210.18,109.77,223.52,2007
Henry Ellenson,PF,208.28,212.09,109.77,219.08,2016
Kyle Visser,C,208.28,212.09,109.77,210.82,2007
Shaun Pruitt,C/PF,203.84,205.74,109.86,215.9,2008
Jonathan Holmes,PF/SF,203.84,206.38,109.86,212.09,2015
Dwayne Jones,C/PF,204.47,208.28,109.86,220.34,2005
Jeremiah Robinson-Earl,PF,202.56,205.74,109.95,207.64,2021
D'Or Fischer,C/PF,206.38,209.55,109.95,228.6,2005
Willie Cauley-Stein,C,211.46,214.63,109.95,220.98,2015
Mark Williams,C,213.36,218.44,109.95,229.87,2022
Edrice Adebayo,PF/C,205.1,192.4,110.04,220.34,2017
Rakeem Christmas,PF/C,203.84,207.64,110.04,226.7,2015
Richaun Holmes,PF,203.84,207.01,110.13,217.17,2015
Kyle Wiltjer,PF,205.1,208.28,110.13,214,2016
Luka Garza,C,208.28,211.46,110.13,217.17,2021
E.J. Liddell,PF,196.85,200.66,110.22,212.72,2022
Isaiah Stewart,C,201.3,204.47,110.22,225.42,2020
DaJuan Summers,SF,201.3,204.47,110.22,215.26,2009
Rodney White,SF,201.93,204.47,110.22,212.09,2001
Kwame Brown,PF/C,208.28,210.82,110.22,215.9,2001
Primoz Brezec,C,215.26,217.8,110.22,218.44,2000
Drew Timme,C,205.1,207.64,110.31,217.8,2023
Adem Bona,C,203.84,206.38,110.4,223.52,2023
Channing Frye,PF/C,207.01,209.55,110.5,219.71,2005
Damian Jones,C,208.92,212.09,110.5,222.88,2016
Gabe Muoneke,PF/SF,198.76,201.3,110.68,214.63,2000
Rashaun Freeman,PF,198.12,203.2,110.68,212.09,2007
Charles Rhodes,PF,201.3,203.84,110.68,211.46,2008
Andre Hutson,PF,203.84,206.38,110.68,212.72,2001
Sergei Lishouk,PF/SF,208.92,212.09,110.68,213.36,2004
Spencer Hawes,PF,208.28,215.26,110.68,214.63,2007
Thomas Robinson,PF,202.56,205.1,110.77,221.62,2012
Jerome Jordan,C,212.09,215.26,110.77,226.7,2010
Orlando Robinson,C,207.64,210.82,110.86,223.52,2022
Jameel Watkins,PF/C,207.01,209.55,110.9,228.6,2000
Killian Tillie,C,206,208.54,99,203.2,2019
De'Andre Hunter,SF/PF,203.2,205.74,102,218.44,2019
Nigel Hayes,SF/PF,198.76,201.3,111.13,220.98,2016
LeBron James,SF/SG,201.3,203.84,111.13,214,2003
Trevor Harvey,C/PF,207.01,209.55,111.13,215.9,2003
Ruben Boumtje-Boumtje,C,212.09,214.63,111.13,223.52,2001
Chinanu Onuaku,C,205.74,208.28,111.22,220.34,2016
Derrick Favors,PF,205.1,208.92,111.22,223.52,2010
Tyler Cook,PF,201.3,205.1,111.31,214.63,2019
Caleb Swanigan,PF,201.93,204.47,111.4,220.98,2017
Brandon Bass,PF,198.76,201.3,111.58,219.71,2004
Sagaba Konate,C,199.39,201.93,111.58,213.36,2018
Stephane Pelle,PF/SF,200.66,203.2,111.58,218.44,2003
Uche Nsonwu-Amadi,PF/C,202.56,205.1,111.58,222.88,2003
Al Horford,PF,203.2,207.64,111.58,215.26,2007
Chris Burgess,C,208.28,210.82,111.58,212.09,2002
Jared Reiner,C/PF,208.28,212.72,111.58,214.63,2004
Ariel Hukporti,C,210.18,213.36,111.58,219.71,2021
Loren Woods,C/PF,215.26,217.8,111.58,227.33,2001
Yante Maten,PF/C,201.3,204.47,111.67,214.63,2018
Bobby Portis,PF,207.01,209.55,111.67,218.44,2015
Josh Heytvelt,PF/C,208.28,210.82,111.67,216.54,2009
Caleb Swanigan,PF,201.93,204.47,111.86,222.25,2016
Greg Monroe,PF/C,207.64,210.82,111.86,219.08,2010
Patric Young,PF,204.47,208.28,111.95,217.8,2014
Zeke Nnaji,PF/C,206.38,209.55,111.95,218.44,2020
Michael Wright,PF,200.66,203.2,112.04,212.09,2001
Jaime Lloreda,PF,200.02,204.47,112.04,207.01,2004
Torin Francis,PF/C,205.74,208.28,112.04,215.9,2006
Sasha Kaun,C/PF,205.74,210.18,112.04,223.52,2008
Mike Mardesich,C/PF,208.92,211.46,112.04,214.63,2001
Noah Vonleh,PF,203.2,207.01,112.08,224.16,2014
Jordan Williams,PF,202.56,205.74,112.13,214,2011
Tyler Zeller,PF/C,211.46,214.63,112.22,213.36,2012
Thomas Bryant,PF/C,207.01,210.18,112.4,228.6,2017
Chris Massie,PF,198.76,201.3,112.49,213.36,2002
Ryan Gomes,SF/PF,199.39,202.56,112.49,218.44,2004
Carl Landry,PF,200.66,204.47,112.49,210.82,2007
Jared Homan,C/PF,202.56,205.1,112.58,216.54,2005
Derrick Williams,PF/SF,201.3,205.1,112.67,217.17,2011
Blake Griffin,PF,204.47,208.28,112.67,211.46,2009
Omer Yurtseven,C,209.55,212.72,112.67,215.9,2017
Neemias Queta,C,211.46,214.63,112.67,223.52,2021
Jarace Walker,PF,199.39,201.93,112.76,219.71,2023
Tony Bradley,C,206.38,210.18,112.85,226.06,2017
Ali Traore,C/PF,205.1,207.64,112.94,223.52,2007
Patrick O'Bryant,C,210.82,213.36,112.94,227.96,2006
Jason Jennings,C,211.46,214,112.94,231.14,2002
Jason Klotz,C/PF,204.47,207.64,113.13,208.28,2005
Austin Wiley,C,203.84,208.28,113.13,226.06,2018
Richard Howell,PF,198.76,201.93,113.22,208.92,2013
Reggie Perry,PF/C,203.84,206.25,113.22,214,2020
Julius Randle,PF,202.56,205.74,113.26,213.36,2014
Meyers Leonard,C,212.72,216.54,113.31,220.98,2012
Chuma Okeke,SF/PF,200.66,203.2,103,213.36,2019
Zion Williamson,PF,198.12,200.66,128.8,209.55,2019
Markelle Fultz,PG,205.74,208.28,94.78,205.74,2017
Alex Len,C,218.44,220.98,113.38,223.52,2013
Kenny Adeleke,PF/C,199.39,202.56,113.4,208.92,2006
Ryvon Covile,C/PF,200.66,204.47,113.4,216.54,2007
Reggie Evans,PF,201.93,204.47,113.4,219.71,2002
Richard Hendrix,PF,200.02,205.1,113.4,220.98,2008
Udonis Haslem,PF,202.56,205.1,113.4,210.82,2002
DeAndre Jordan,C,207.64,210.82,113.4,228.6,2008
Robert Archibald,PF/C,208.28,210.82,113.4,212.72,2002
Dan McClintock,C/PF,210.82,213.36,113.4,217.17,2000
Darko Milicic,PF,212.09,214.63,113.4,226.06,2003
Jericho Sims,C,205.74,208.28,113.49,221.62,2021
Brandon McCoy,C,212.09,214.63,113.58,218.44,2018
Andrew Bogut,C/PF,210.82,214,113.67,220.98,2005
Reggie Perry,SF/PF,203.2,206.38,113.76,214.63,2019
Paul Miller,PF/C,204.47,206.38,113.85,213.36,2006
Jason Collins,PF/C,208.92,211.46,113.85,224.79,2001
Kevin Jones,PF,198.76,201.93,113.94,217.17,2012
Wendell Carter,C/PF,205.1,208.28,114.03,224.79,2018
Ryan Kalkbrenner,C,215.26,217.8,114.21,226.06,2023
Takais Brown,PF,201.3,204.47,114.31,208.28,2008
Chris Richard,PF,200.66,205.1,114.31,224.79,2007
Terrence Jones,PF/SF,203.84,207.01,114.31,219.08,2012
Jarron Collins,C/PF,206.38,208.92,114.31,220.98,2001
Alex Kirk,PF,206.38,210.18,114.31,222.25,2014
Chris Kaman,C/PF,212.09,214.63,114.31,212.72,2003
Kobe Brown,PF,199.39,201.93,114.4,215.26,2023
Ike Anigbogu,C,204.47,207.64,114.4,229.24,2017
Taylor Coppenrath,PF/SF,202.56,206.38,114.49,212.09,2005
Cameron Bairstow,PF,205.1,207.64,114.49,215.26,2014
Miles Plumlee,PF/C,209.55,212.72,114.49,215.26,2012
Kaleb Wesson,C,206.38,208.79,114.58,222.25,2020
Gregory Smith,PF/C,203.2,206.38,114.67,219.71,2011
Terence Dials,PF/C,202.56,205.74,114.76,213.36,2006
Nene ,PF,206.38,208.92,114.76,224.79,2002
Aleksander Djuric,C/PF,208.28,210.82,114.76,213.36,2003
Montrezl Harrell,PF,200.66,201.93,114.94,224.16,2015
Oscar Tshiebwe,C,201.3,203.84,115.03,222.25,2023
Omari Spellman,PF/C,203.2,206.38,115.12,218.44,2018
Robert Jackson,PF/C,202.56,205.1,115.21,213.36,2003
Thomas Welsh,PF/C,212.09,214.63,115.21,213.36,2017
Jordan Bachynski,PF,216.54,218.44,115.26,223.52,2014
Nigel Hayes,PF,198.76,201.93,115.3,221.62,2017
Eric Paschall,SF,198.12,201.3,115.39,222.88,2019
Diamond Stone,C,205.74,208.92,115.39,220.34,2016
Steven Adams,C,210.18,213.36,115.44,224.79,2013
Aaron McGhee,PF/SF,200.66,203.2,115.67,208.28,2002
Kevin Love,PF,202.56,207.01,115.67,211.46,2008
Nick Collison,PF,205.1,207.64,115.67,217.17,2003
Fab Melo,C,210.18,213.36,115.67,219.71,2012
Ales Chan,C,213.36,218.44,115.67,220.98,2004
Ellis Myles,PF,198.12,201.3,115.76,207.64,2005
Ike Diogu,PF,199.39,203.2,115.85,222.25,2005
Wayne Simien,PF,201.3,205.74,116.03,213.36,2005
Naz Reid,PF,203.84,207.01,116.03,221.62,2019
Chris Daniels,C/PF,203.84,207.01,116.12,214.63,2008
Walker Kessler,C,214,215.9,116.12,224.16,2022
Mfiondu Kabengele,PF,205.1,208.92,116.21,220.98,2019
Johnny O?Bryant III,PF,201.3,204.47,116.48,219.08,2014
Aloysius Anagonye,PF,200.02,202.56,116.57,219.71,2003
Marquis Estill,PF/C,204.47,207.01,116.57,223.52,2003
Emeka Okafor,C/PF,205.1,208.28,116.57,223.52,2004
Brandon Kurtz,PF/C,207.01,209.55,116.57,211.46,2000
Wesley Wilson,C/PF,208.92,211.46,116.57,220.98,2003
Greg Oden,C,210.82,213.36,116.57,224.16,2007
James Johnson,SF/PF,200.66,202.56,116.66,215.26,2009
Jason Maxiell,PF,195.58,198.76,116.85,221.62,2005
Adama Sanogo,C,201.3,203.84,116.94,220.34,2023
Jarrett Stephens,PF,196.22,198.76,117.03,206.38,2000
Paul Millsap,PF,198.76,201.3,117.03,217.17,2006
Shelden Williams,PF/C,201.93,204.47,117.03,224.16,2006
Carlos Boozer,PF,202.56,205.1,117.03,219.08,2002
Yemi Nicholson,PF/C,202.56,207.01,117.03,224.16,2006
Will McDonald,C/PF,207.01,209.55,117.03,222.25,2003
Vladimir Golubovic,C,211.46,214,117.03,219.71,2008
Brook Lopez,C,211.46,214.63,117.03,227.33,2008
Robert Upshaw,C,210.18,213.36,117.12,227.33,2015
Byron Mullens,C,212.72,216.54,117.12,217.17,2009
Sean May,PF,200.66,204.47,117.39,216.54,2005
David Simon,C/PF,203.2,207.01,117.39,222.25,2005
Craig Smith,PF,196.85,199.39,117.48,207.01,2006
Chris Massie,PF/C,199.39,201.93,117.48,215.9,2003
Adam Allenspach,C,212.09,214.63,117.48,214.63,2001
Kevin Pittsnogle,PF,206.38,208.92,117.57,209.55,2005
Enes Kanter,PF/C,207.64,211.46,117.57,217.17,2011
Udoka Azubuike,C,208.28,212.09,117.71,231.78,2020
Nikola Vucevic,PF/C,208.92,212.72,117.84,224.79,2011
Chris Garnett,C/PF,203.84,207.64,117.93,215.9,2004
Mario Kasun,C,212.72,215.26,117.93,212.09,2002
Royce White,PF,200.66,203.2,118.21,213.36,2012
David Roddy,PF,194.31,198.12,118.3,212.09,2022
Sam Hoskin,PF,201.3,203.84,118.39,210.18,2003
Chris Taft,PF,204.47,207.01,118.39,217.8,2005
Marvin Stone,C/PF,207.01,209.55,118.39,222.25,2003
Alan Williams,PF,201.3,203.84,118.57,217.8,2015
Michael Sweetney,PF,201.3,203.84,118.84,215.9,2003
Arthur Johnson,PF/C,200.66,204.47,118.84,220.98,2004
Vassil Evtimov,PF,207.64,210.18,118.84,209.55,2000
Jeremy Tyler,PF/C,205.74,209.55,119.02,226.06,2011
Jarnell Stokes,PF,200.66,204.47,119.2,216.54,2014
Colton Iverson,C,209.55,213.36,119.2,218.44,2013
Jackie Butler,C,203.2,207.01,119.29,217.17,2004
Al Jefferson,PF/SF,204.47,207.64,119.29,219.71,2004
Lonny Baxter,PF/C,198.76,201.3,119.75,217.17,2002
John Edwards,C,211.46,215.9,119.75,224.79,2004
Eric Chenowith,C,215.9,218.44,119.75,223.52,2001
Festus Ezeli,C/PF,207.64,212.09,119.84,227.96,2012
Trevion Williams,C,201.3,205.1,120.02,220.34,2022
Dakari Johnson,C,210.82,212.72,120.02,218.44,2015
John Riek,C,209.55,213.36,107.5,235.58,2008
Joey Dorsey,PF/C,198.76,201.3,120.2,217.8,2008
J.P. Batista,PF,201.93,204.47,120.2,208.28,2006
Marco Killingsworth,PF,196.85,200.02,120.66,220.98,2006
Brandon Hunter,PF,199.39,201.93,120.66,220.34,2003
Brendan Haywood,C,212.72,215.26,120.66,229.87,2001
Peter Ramos,C,217.8,221.62,120.66,227.33,2004
Xavier Tillman Sr.,PF/C,201.93,204.47,120.88,218.44,2020
Anthony Evans,PF,198.12,200.66,121.11,212.09,2001
Ian Vouyoukas,C/PF,204.47,207.01,121.11,215.26,2006
Marko Lekic,C,205.74,209.55,121.11,215.9,2007
Hasheem Thabeet,C,216.54,219.71,121.2,229.24,2009
Jared Sullinger,PF,202.56,205.74,121.65,216.54,2012
Artsiom Parakhouski,C,208.92,212.72,121.65,215.9,2010
RaiQuan Gray,PF,199.39,202.56,121.83,210.18,2021
Daniel Orton,C,205.1,207.01,122.11,224.16,2010
Robert Whaley,PF/C,203.2,205.74,122.2,218.44,2005
Jason Keep,C/PF,207.64,210.18,122.47,214.63,2003
Alton Ford,PF,203.84,206.38,122.92,209.55,2001
Malik Allen,PF/C,203.84,206.38,122.92,219.71,2000
Aaron Gray,C,213.36,217.8,122.92,221.62,2007
Tom Timmerrmans,PF/C,209.55,212.09,123.38,210.82,2004
Nick Sheppard,PF/C,207.01,209.55,123.83,210.82,2000
Aleks Maric,C,207.64,210.18,123.83,215.9,2008
Udoka Azubuike,C,208.28,214,124.19,231.14,2018
Charles Hathaway,C,203.2,205.74,124.28,218.44,2001
Jianlian Yi,PF,213,215.54,108,223,2007
DeJuan Blair,PF,196.22,199.39,125.46,218.44,2009
Kennedy Meeks,C,205.1,208.92,125.46,215.9,2017
Kevin Lyde,C/PF,205.1,207.64,126.1,218.44,2002
Darrell Johns,C,211.46,214,126.1,226.06,2001
Andre Drummond,C,207.64,212.72,126.37,229.24,2012
Derrick Caracter,PF,203.84,207.01,127.01,214,2010
Frans Steyn,C,216.54,219.71,127.01,219.08,2006
Marcus Campbell,C,208.92,214,127.19,228.6,2005
Kenyon Jones,PF/C,205.74,208.28,127.91,215.9,2000
Mustafa Al-Sayyad,PF/C,205.74,208.28,108.84,225.425,2005
Corsley Edwards,PF,201.3,203.84,129.27,210.18,2002
Eric Williams,C/PF,201.3,205.1,129.27,224.16,2006
Mario Bland,PF,196.85,199.39,130.18,213.36,2000
Tacko Fall,C,226.7,231.14,131,249.56,2019
Kentrell Gransberry,C,200.02,202.56,131.54,208.92,2008
Chris Christoffersen,C,215.26,217.8,132,222.25,2002
DeMarcus Cousins,C,207.01,210.18,132.36,227.96,2010
Kofi Cockburn,C,210.82,213.36,132.9,224.16,2022
Eddy Curry,C,209.55,212.09,136.53,229.87,2001
Keith Gallon,PF/C,204.47,207.01,136.89,224.79,2010
Dexter Pittman,PF/C,207.01,212.09,137.26,228.6,2010
Isaac Haas,C,216.54,220.34,137.44,226.06,2018
Pavel Podkolzin,C,222.25,224.79,137.44,227.96,2003
Zach Edey,C,221.62,224.16,138.98,240.03,2023
DeSagana Diop,C,208.28,210.82,142.43,229.87,2001
James Lang,C/PF,203.84,206.38,143.34,229.24,2003
Chris Marcus,C,213.36,215.9,151.5,233.68,2003
