500,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
7,22300195,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,9.683333333,2,3,0.667,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,2
8,22300195,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,15.01666667,1,5,0.2,0,0,0,0,0,0,2,0,2,0,0,0,0,3,2,-13
9,22300195,1610612749,MIL,Milwaukee,1626166,Cameron Payne,Cameron,16.08333333,4,8,0.5,3,4,0.75,2,2,1,0,1,1,2,0,0,0,2,13,1
10,22300195,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20
11,22300195,1610612749,MIL,Milwaukee,201577,Robin Lopez,Robin,2.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7
12,22300195,1610612749,MIL,Milwaukee,1629623,Lindell Wigginton,Lindell,2.366666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-7
13,22300195,1610612749,MIL,Milwaukee,1631102,TyTy Washington Jr.,TyTy,2.366666667,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-7
14,22300195,1610612761,TOR,Toronto,1641711,Gradey Dick,Gradey,26.38333333,2,10,0.2,1,6,0.167,6,6,1,0,0,0,2,1,0,1,4,11,-29
15,22300195,1610612761,TOR,Toronto,1627783,Pascal Siakam,Pascal,28.6,4,9,0.444,0,2,0,3,5,0.6,2,5,7,5,0,1,4,1,11,-21
16,22300195,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,27.16666667,6,10,0.6,0,0,0,1,2,0.5,7,4,11,1,4,2,0,4,13,-17
17,22300195,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,31.38333333,11,19,0.579,3,3,1,4,5,0.8,5,4,9,7,1,0,3,2,29,-24
18,22300195,1610612761,TOR,Toronto,203471,Dennis Schroder,Dennis,22.51666667,2,9,0.222,1,4,0.25,4,4,1,0,3,3,5,2,0,2,3,9,-29
19,22300195,1610612761,TOR,Toronto,1630201,Malachi Flynn,Malachi,26.86666667,3,11,0.273,0,8,0,1,1,1,2,1,3,5,0,1,0,1,7,4
20,22300195,1610612761,TOR,Toronto,1628449,Chris Boucher,Chris,20.26666667,2,8,0.25,1,3,0.333,4,4,1,5,4,9,0,0,1,1,1,9,6
21,22300195,1610612761,TOR,Toronto,1630173,Precious Achiuwa,Precious,17.31666667,4,7,0.571,1,2,0.5,2,2,1,3,1,4,0,0,2,1,3,11,-3
22,22300195,1610612761,TOR,Toronto,203490,Otto Porter Jr.,Otto,10.65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,22300195,1610612761,TOR,Toronto,1629667,Jalen McDaniels,Jalen,18.3,3,10,0.3,1,4,0.25,0,0,0,0,4,4,1,1,1,1,0,7,21
24,22300195,1610612761,TOR,Toronto,201152,Thaddeus Young,Thaddeus,3.516666667,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4
25,22300195,1610612761,TOR,Toronto,1641806,Markquis Nowell,Markquis,3.516666667,0,1,0,0,0,0,2,2,1,2,0,2,2,1,0,0,0,2,4
26,22300195,1610612761,TOR,Toronto,202066,Garrett Temple,Garrett,3.516666667,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,4
0,22300193,1610612752,NYK,New York,1628404,Josh Hart,Josh,33.05,4,9,0.444,1,4,0.25,0,0,0,2,6,8,5,0,1,2,4,9,7
1,22300193,1610612752,NYK,New York,203944,Julius Randle,Julius,38.83333333,12,24,0.5,3,5,0.6,2,2,1,2,8,10,8,1,0,1,4,29,12
2,22300193,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,30.65,3,3,1,0,0,0,0,0,0,6,9,15,0,3,1,1,0,6,8
3,22300193,1610612752,NYK,New York,1629656,Quentin Grimes,Quentin,28.51666667,4,11,0.364,3,8,0.375,0,0,0,0,1,1,1,1,0,3,3,11,2
4,22300193,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,40.96666667,8,19,0.421,6,10,0.6,2,2,1,0,0,0,8,0,0,3,2,24,8
5,22300193,1610612752,NYK,New York,1628392,Isaiah Hartenstein,Isaiah,17.26666667,5,9,0.556,0,0,0,1,1,1,3,1,4,0,1,0,0,2,11,-5
6,22300193,1610612752,NYK,New York,1628978,Donte DiVincenzo,Donte,21.61666667,3,8,0.375,0,2,0,0,0,0,1,3,4,3,2,0,4,1,6,-8
7,22300193,1610612752,NYK,New York,1630193,Immanuel Quickley,Immanuel,28.38333333,6,11,0.545,3,5,0.6,5,6,0.833,0,0,0,4,1,0,2,3,20,-12
8,22300193,1610612752,NYK,New York,1630540,Miles McBride,Miles,0.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
13,22300193,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,26.45,2,7,0.286,1,3,0.333,0,0,0,1,1,2,1,0,0,1,3,5,-12
14,22300193,1610612737,ATL,Atlanta,1630552,Jalen Johnson,Jalen,31,7,9,0.778,4,4,1,0,0,0,0,5,5,0,0,2,3,1,18,-13
15,22300193,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,26.4,4,5,0.8,0,0,0,0,2,0,0,3,3,1,2,2,0,2,8,-21
16,22300193,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,32.45,6,12,0.5,0,3,0,1,3,0.333,0,5,5,2,1,0,1,1,13,-16
17,22300193,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,34.46666667,4,12,0.333,0,4,0,7,9,0.778,0,1,1,17,2,0,3,0,15,1
18,22300193,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,29.31666667,8,15,0.533,4,11,0.364,8,8,1,1,2,3,3,2,1,1,4,28,11
19,22300193,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,28.43333333,7,10,0.7,2,5,0.4,0,0,0,1,1,2,2,2,0,2,3,16,20
20,22300193,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,21.58333333,2,4,0.5,0,0,0,4,4,1,2,4,6,1,1,1,4,4,8,18
21,22300193,1610612737,ATL,Atlanta,202083,Wesley Matthews,Wesley,9.9,1,1,1,1,1,1,0,0,0,1,2,3,1,1,0,0,2,3,2
0,22300196,1610612753,ORL,Orlando,1630532,Franz Wagner,Franz,30.51666667,5,16,0.313,0,4,0,3,3,1,0,2,2,3,0,0,1,0,13,1
1,22300196,1610612753,ORL,Orlando,1631094,Paolo Banchero,Paolo,32.66666667,4,12,0.333,2,4,0.5,7,10,0.7,1,8,9,3,1,0,1,0,17,-8
2,22300196,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,26.16666667,6,10,0.6,0,0,0,3,4,0.75,6,5,11,2,2,1,0,5,15,6
3,22300196,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,26.53333333,2,8,0.25,2,7,0.286,4,4,1,0,2,2,5,3,0,4,4,10,-2
4,22300196,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,26.65,3,8,0.375,0,2,0,1,2,0.5,2,2,4,2,0,0,2,3,7,-2
5,22300196,1610612753,ORL,Orlando,204060,Joe Ingles,Joe,17.61666667,1,3,0.333,1,3,0.333,0,0,0,0,2,2,1,0,0,0,1,3,3
6,22300196,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,21.78333333,6,11,0.545,2,3,0.667,2,2,1,1,4,5,3,1,0,3,5,16,4
7,22300196,1610612753,ORL,Orlando,1629021,Moritz Wagner,Moritz,20.38333333,2,6,0.333,0,1,0,1,1,1,1,3,4,1,1,0,1,3,5,2
8,22300196,1610612753,ORL,Orlando,203914,Gary Harris,Gary,20.91666667,2,4,0.5,1,3,0.333,1,2,0.5,0,0,0,0,2,0,0,0,6,2
9,22300196,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,16.78333333,1,4,0.25,0,1,0,2,2,1,1,6,7,0,2,2,1,0,4,4
14,22300196,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,32.15,2,7,0.286,0,2,0,5,6,0.833,1,8,9,2,1,2,1,2,9,-2
15,22300196,1610612741,CHI,Chicago,1628470,Torrey Craig,Torrey,28.11666667,4,7,0.571,0,2,0,3,3,1,3,4,7,0,1,0,2,1,11,-8
16,22300196,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,35.6,8,18,0.444,0,4,0,1,1,1,3,6,9,3,0,1,5,4,17,4
17,22300196,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,36.01666667,6,16,0.375,4,7,0.571,3,4,0.75,0,6,6,3,1,0,3,2,19,3
18,22300196,1610612741,CHI,Chicago,1629632,Coby White,Coby,32.91666667,2,10,0.2,1,5,0.2,0,0,0,0,1,1,1,1,0,3,4,5,5
19,22300196,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,12.4,3,5,0.6,0,0,0,3,4,0.75,5,9,14,1,1,0,2,3,9,-6
20,22300196,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,24.4,5,7,0.714,2,4,0.5,4,4,1,1,4,5,3,0,1,2,5,16,7
21,22300196,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,18.45,2,4,0.5,1,3,0.333,0,0,0,1,1,2,2,0,0,1,1,5,-6
22,22300196,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,15.53333333,1,7,0.143,1,5,0.2,0,0,0,0,0,0,1,2,0,0,2,3,-3
23,22300196,1610612741,CHI,Chicago,1641763,Julian Phillips,Julian,4.433333333,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-4
0,22300192,1610612742,DAL,Dallas,1627884,Derrick Jones Jr.,Derrick,26.03333333,8,11,0.727,2,5,0.4,2,3,0.667,1,6,7,1,1,2,2,4,20,5
1,22300192,1610612742,DAL,Dallas,1629684,Grant Williams,Grant,35.61666667,4,13,0.308,2,7,0.286,0,0,0,2,1,3,7,1,0,1,1,10,14
2,22300192,1610612742,DAL,Dallas,1641726,Dereck Lively II,Dereck,23.63333333,7,8,0.875,0,0,0,3,3,1,4,5,9,2,1,2,1,2,17,16
3,22300192,1610612742,DAL,Dallas,1630182,Josh Green,Josh,36.71666667,0,4,0,0,4,0,0,0,0,1,3,4,1,1,0,0,1,0,12
4,22300192,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,32.41666667,7,18,0.389,4,11,0.364,8,12,0.667,1,6,7,10,0,0,3,2,26,12
5,22300192,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,26.8,11,20,0.55,7,11,0.636,2,5,0.4,0,4,4,3,0,0,1,1,31,17
6,22300192,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,6.716666667,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,2
7,22300192,1610612742,DAL,Dallas,203957,Dante Exum,Dante,18.61666667,2,6,0.333,0,1,0,1,2,0.5,0,7,7,3,0,0,0,3,5,0
8,22300192,1610612742,DAL,Dallas,1630702,Jaden Hardy,Jaden,4.366666667,1,2,0.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,-3
9,22300192,1610612742,DAL,Dallas,203552,Seth Curry,Seth,19.86666667,6,6,1,2,2,1,1,1,1,0,2,2,2,1,0,0,1,15,-3
10,22300192,1610612742,DAL,Dallas,1641765,Olivier-Maxence Prosper,Olivier-Maxence,7.433333333,1,2,0.5,0,1,0,0,2,0,0,2,2,1,0,0,0,0,2,-2
11,22300192,1610612742,DAL,Dallas,1626158,Richaun Holmes,Richaun,1.783333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5
13,22300192,1610612764,WAS,Washington,1630166,Deni Avdija,Deni,23.98333333,5,6,0.833,3,4,0.75,2,2,1,1,2,3,4,3,0,0,4,15,1
14,22300192,1610612764,WAS,Washington,1628398,Kyle Kuzma,Kyle,29.8,6,18,0.333,2,6,0.333,8,10,0.8,2,4,6,3,0,0,2,1,22,-24
15,22300192,1610612764,WAS,Washington,1629655,Daniel Gafford,Daniel,23.63333333,5,6,0.833,0,0,0,0,1,0,2,7,9,2,0,0,0,1,10,-16
16,22300192,1610612764,WAS,Washington,1629673,Jordan Poole,Jordan,32.05,6,17,0.353,2,7,0.286,2,2,1,1,4,5,3,1,0,5,4,16,-10
17,22300192,1610612764,WAS,Washington,1626145,Tyus Jones,Tyus,22.31666667,6,7,0.857,0,1,0,0,0,0,0,3,3,2,0,0,0,1,12,-20
18,22300192,1610612764,WAS,Washington,1641731,Bilal Coulibaly,Bilal,27.96666667,4,5,0.8,2,2,1,0,0,0,0,8,8,2,0,1,0,3,10,-8
19,22300192,1610612764,WAS,Washington,1630557,Corey Kispert,Corey,25.73333333,3,8,0.375,3,7,0.429,3,4,0.75,0,1,1,4,0,0,0,3,12,2
20,22300192,1610612764,WAS,Washington,201568,Danilo Gallinari,Danilo,18.11666667,3,6,0.5,0,2,0,4,4,1,2,4,6,1,0,0,2,0,10,-8
21,22300192,1610612764,WAS,Washington,1629013,Landry Shamet,Landry,20.86666667,2,12,0.167,0,7,0,0,0,0,0,2,2,1,0,0,0,2,4,-12
22,22300192,1610612764,WAS,Washington,1630264,Anthony Gill,Anthony,5.333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,9
23,22300192,1610612764,WAS,Washington,1631098,Johnny Davis,Johnny,6.633333333,2,3,0.667,0,0,0,0,0,0,0,1,1,1,1,0,0,1,4,11
24,22300192,1610612764,WAS,Washington,1631116,Patrick Baldwin Jr.,Patrick,1.783333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5
25,22300192,1610612764,WAS,Washington,1631157,Ryan Rollins,Ryan,1.783333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
0,22300200,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,27.38333333,5,10,0.5,3,6,0.5,3,3,1,0,4,4,3,1,0,1,5,16,18
1,22300200,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,31.61666667,4,6,0.667,3,4,0.75,0,0,0,1,5,6,1,1,0,3,3,11,-9
2,22300200,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,25.75,7,7,1,0,0,0,2,4,0.5,1,5,6,2,1,3,1,2,16,-7
3,22300200,1610612751,BKN,Brooklyn,1628969,Mikal Bridges,Mikal,35.01666667,6,15,0.4,2,6,0.333,9,10,0.9,1,6,7,5,0,0,3,2,23,5
4,22300200,1610612751,BKN,Brooklyn,203915,Spencer Dinwiddie,Spencer,32.6,2,9,0.222,2,7,0.286,4,6,0.667,2,3,5,7,0,0,2,1,10,4
5,22300200,1610612751,BKN,Brooklyn,1630549,Day'Ron Sharpe,Day'Ron,14.78333333,1,6,0.167,0,0,0,0,0,0,2,3,5,0,0,0,1,0,2,-6
6,22300200,1610612751,BKN,Brooklyn,1626220,Royce O'Neale,Royce,20.1,2,5,0.4,1,4,0.25,0,0,0,0,0,0,4,1,0,1,2,5,-22
7,22300200,1610612751,BKN,Brooklyn,1630570,Trendon Watford,Trendon,10.13333333,2,3,0.667,0,0,0,0,0,0,2,0,2,1,0,0,0,1,4,-2
8,22300200,1610612751,BKN,Brooklyn,1628372,Dennis Smith Jr.,Dennis,16.45,2,6,0.333,1,2,0.5,0,0,0,0,2,2,5,0,0,0,2,5,-9
9,22300200,1610612751,BKN,Brooklyn,1629022,Lonnie Walker IV,Lonnie,26.16666667,9,18,0.5,2,7,0.286,3,4,0.75,1,2,3,1,1,0,2,2,23,-7
12,22300200,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,34.56666667,12,19,0.632,2,5,0.4,10,11,0.909,2,3,5,3,1,3,4,0,36,9
13,22300200,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,22.83333333,2,5,0.4,0,3,0,2,2,1,0,1,1,0,0,0,1,3,6,3
14,22300200,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,33.53333333,8,15,0.533,0,0,0,4,4,1,2,5,7,4,2,0,2,2,20,-6
15,22300200,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,37.6,8,14,0.571,6,10,0.6,4,4,1,0,0,0,2,0,0,0,3,26,2
16,22300200,1610612748,MIA,Miami,200768,Kyle Lowry,Kyle,24.41666667,1,4,0.25,1,1,1,0,0,0,1,2,3,3,3,0,0,3,3,7
17,22300200,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,33.31666667,4,9,0.444,2,5,0.4,0,0,0,0,4,4,5,0,0,1,3,10,4
18,22300200,1610612748,MIA,Miami,201567,Kevin Love,Kevin,15.63333333,2,4,0.5,1,3,0.333,2,2,1,1,8,9,4,0,0,0,2,7,16
19,22300200,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,25.85,3,7,0.429,1,5,0.2,1,1,1,0,2,2,3,2,0,0,2,8,5
20,22300200,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,12.26666667,2,4,0.5,2,3,0.667,0,0,0,1,0,1,2,0,0,1,2,6,-5
0,22300201,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,23.93333333,2,5,0.4,1,3,0.333,0,0,0,0,2,2,0,1,0,1,2,5,-1
1,22300201,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,29.06666667,6,13,0.462,2,3,0.667,2,2,1,0,3,3,5,2,0,2,3,16,7
2,22300201,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,27.1,4,7,0.571,0,2,0,5,5,1,1,9,10,2,0,2,4,2,13,-1
3,22300201,1610612760,OKC,Oklahoma City,1630581,Josh Giddey,Josh,26.11666667,8,14,0.571,3,3,1,0,0,0,2,4,6,1,2,0,3,1,19,-3
4,22300201,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,29.25,6,21,0.286,3,7,0.429,9,9,1,1,1,2,7,3,1,2,4,24,12
5,22300201,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,25.58333333,4,7,0.571,2,2,1,0,0,0,1,1,2,4,1,0,0,1,10,22
6,22300201,1610612760,OKC,Oklahoma City,203995,Vasilije Micic,Vasilije,21.35,1,5,0.2,1,3,0.333,2,2,1,0,2,2,7,0,0,0,3,5,18
7,22300201,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,17.6,3,3,1,0,0,0,0,0,0,2,3,5,3,0,0,0,3,6,16
8,22300201,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,25.05,7,7,1,7,7,1,2,3,0.667,0,5,5,0,1,0,0,1,23,21
9,22300201,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,11.08333333,2,3,0.667,0,1,0,1,2,0.5,0,2,2,1,0,0,0,0,5,3
10,22300201,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,3.866666667,1,2,0.5,0,1,0,0,0,0,0,3,3,1,0,0,0,0,2,1
14,22300201,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,26.26666667,6,13,0.462,0,4,0,0,0,0,4,2,6,2,0,0,5,2,12,-2
15,22300201,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,26.66666667,8,13,0.615,1,4,0.25,4,5,0.8,0,6,6,2,0,1,4,0,21,-11
16,22300201,1610612744,GSW,Golden State,203967,Dario Saric,Dario,24.06666667,4,10,0.4,2,3,0.667,2,2,1,1,2,3,4,1,0,1,4,12,-3
17,22300201,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,27.43333333,1,10,0.1,1,6,0.167,2,2,1,0,2,2,3,1,0,2,1,5,-2
18,22300201,1610612744,GSW,Golden State,101108,Chris Paul,Chris,27.55,4,8,0.5,4,6,0.667,3,3,1,0,3,3,8,1,0,1,1,15,-3
19,22300201,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,25,4,7,0.571,3,4,0.75,2,2,1,2,6,8,3,0,0,1,5,13,-26
20,22300201,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,7.583333333,0,4,0,0,1,0,1,2,0.5,1,0,1,0,1,0,0,1,1,-12
21,22300201,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,19.38333333,6,9,0.667,0,0,0,1,2,0.5,7,4,11,1,1,0,1,3,13,-17
22,22300201,1610612744,GSW,Golden State,202709,Cory Joseph,Cory,20.45,1,7,0.143,1,6,0.167,0,0,0,1,1,2,2,0,1,0,0,3,-16
23,22300201,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,22.91666667,5,11,0.455,2,4,0.5,0,1,0,2,2,4,1,0,1,1,1,12,-4
24,22300201,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,22300201,1610612744,GSW,Golden State,1631311,Lester Quinones,Lester,4.266666667,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,22300201,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,3.866666667,1,3,0.333,0,1,0,0,0,0,2,1,3,1,0,0,0,0,2,-1
0,22300037,1610612745,HOU,Houston,1628415,Dillon Brooks,Dillon,30.68333333,2,6,0.333,0,2,0,0,1,0,1,3,4,1,1,0,0,6,4,-16
1,22300037,1610612745,HOU,Houston,1631095,Jabari Smith Jr.,Jabari,32.71666667,4,12,0.333,1,4,0.25,0,0,0,2,5,7,0,1,1,0,5,9,-3
2,22300037,1610612745,HOU,Houston,1630578,Alperen Sengun,Alperen,34.3,8,18,0.444,2,5,0.4,5,7,0.714,2,6,8,4,1,0,6,4,23,-17
3,22300037,1610612745,HOU,Houston,1630224,Jalen Green,Jalen,33.45,5,16,0.313,1,6,0.167,9,10,0.9,0,4,4,5,0,1,4,3,20,-10
4,22300037,1610612745,HOU,Houston,1627832,Fred VanVleet,Fred,40.86666667,7,14,0.5,5,9,0.556,0,0,0,1,7,8,10,1,1,2,0,19,-14
5,22300037,1610612745,HOU,Houston,1628988,Aaron Holiday,Aaron,17.53333333,2,3,0.667,1,2,0.5,0,0,0,0,1,1,2,1,0,0,2,5,9
6,22300037,1610612745,HOU,Houston,1630256,Jae'Sean Tate,Jae'Sean,8.933333333,3,5,0.6,0,1,0,0,0,0,3,1,4,0,0,0,1,5,6,-9
7,22300037,1610612745,HOU,Houston,1631106,Tari Eason,Tari,19.78333333,6,9,0.667,0,1,0,0,2,0,2,4,6,0,1,2,1,3,12,11
8,22300037,1610612745,HOU,Houston,201145,Jeff Green,Jeff,14.5,0,3,0,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,4
9,22300037,1610612745,HOU,Houston,1629111,Jock Landale,Jock,7.233333333,1,2,0.5,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,15
15,22300037,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,36.83333333,8,16,0.5,3,6,0.5,7,8,0.875,1,7,8,2,5,1,3,3,26,18
16,22300037,1610612746,LAC,LA,202331,Paul George,Paul,40.1,8,22,0.364,4,10,0.4,3,3,1,1,7,8,3,2,1,3,2,23,9
17,22300037,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,34.85,6,8,0.75,0,0,0,0,2,0,3,4,7,2,0,2,1,2,12,12
18,22300037,1610612746,LAC,LA,1629611,Terance Mann,Terance,21.15,0,3,0,0,2,0,1,2,0.5,1,5,6,3,1,1,0,3,1,15
19,22300037,1610612746,LAC,LA,201935,James Harden,James,34.38333333,8,11,0.727,2,4,0.5,6,7,0.857,1,8,9,7,0,1,3,1,24,21
20,22300037,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,10.45,1,3,0.333,0,1,0,0,2,0,0,3,3,0,1,0,0,2,2,-6
21,22300037,1610612746,LAC,LA,201566,Russell Westbrook,Russell,17.38333333,2,9,0.222,2,6,0.333,2,4,0.5,0,3,3,2,0,0,2,1,8,-9
22,22300037,1610612746,LAC,LA,1626181,Norman Powell,Norman,29.9,3,11,0.273,2,5,0.4,2,2,1,1,2,3,3,1,1,0,2,10,-6
23,22300037,1610612746,LAC,LA,200782,P.J. Tucker,P.J.,14.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-24
0,22300036,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,30.58333333,2,4,0.5,1,2,0.5,3,4,0.75,1,1,2,1,3,1,1,0,8,1
1,22300036,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,34.53333333,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,35,18
2,22300036,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,34.78333333,8,19,0.421,0,1,0,0,1,0,4,10,14,2,3,5,6,5,16,1
3,22300036,1610612747,LAL,Los Angeles,1627752,Taurean Prince,Taurean,35.08333333,3,7,0.429,1,5,0.2,3,3,1,1,0,1,3,2,0,0,5,10,10
4,22300036,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,28.83333333,5,10,0.5,4,7,0.571,0,1,0,1,2,3,6,0,0,4,1,14,2
5,22300036,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,27.66666667,3,5,0.6,1,2,0.5,0,0,0,1,4,5,2,0,0,0,1,7,9
6,22300036,1610612747,LAL,Los Angeles,1626174,Christian Wood,Christian,19.9,5,9,0.556,0,3,0,0,0,0,2,8,10,0,0,0,0,1,10,5
7,22300036,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,17.98333333,1,4,0.25,0,0,0,5,6,0.833,1,1,2,4,0,0,3,0,7,10
8,22300036,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,8.266666667,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4
9,22300036,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,1.183333333,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
10,22300036,1610612747,LAL,Los Angeles,1641721,Maxwell Lewis,Maxwell,1.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22300036,1610612757,POR,Portland,1641739,Toumani Camara,Toumani,35.86666667,3,8,0.375,1,6,0.167,3,5,0.6,2,4,6,0,2,1,1,3,10,-7
13,22300036,1610612757,POR,Portland,203924,Jerami Grant,Jerami,39.53333333,8,20,0.4,4,9,0.444,4,4,1,0,4,4,3,1,0,1,0,24,-13
14,22300036,1610612757,POR,Portland,1629028,Deandre Ayton,Deandre,37.8,8,14,0.571,0,0,0,1,2,0.5,7,5,12,2,2,0,4,4,17,-7
15,22300036,1610612757,POR,Portland,1631101,Shaedon Sharpe,Shaedon,38.01666667,7,17,0.412,1,5,0.2,2,2,1,2,7,9,2,1,1,10,4,17,-5
16,22300036,1610612757,POR,Portland,1630219,Skylar Mays,Skylar,25.51666667,6,14,0.429,3,7,0.429,0,0,0,3,2,5,8,2,0,0,3,15,-10
17,22300036,1610612757,POR,Portland,1629680,Matisse Thybulle,Matisse,23.63333333,2,3,0.667,1,2,0.5,0,0,0,1,3,4,1,2,0,2,1,5,-9
18,22300036,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,18.16666667,2,6,0.333,0,2,0,3,5,0.6,2,3,5,1,0,0,0,0,7,2
