500,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22,22300540,1610612762,UTA,Utah,1629677,Luka Samanic,Luka,5.55,1,2,0.5,0,0,0,2,2,1,0,1,1,0,0,0,1,2,4,13
23,22300540,1610612762,UTA,Utah,1630209,Omer Yurtseven,Omer,5.066666667,2,2,1,0,0,0,0,0,0,2,2,4,0,0,0,0,1,4,9
24,22300540,1610612762,UTA,Utah,1641707,Taylor Hendricks,Taylor,3.65,2,2,1,2,2,1,0,0,0,0,1,1,1,1,0,0,1,6,5
25,22300540,1610612762,UTA,Utah,1641729,Brice Sensabaugh,Brice,3.65,2,4,0.5,1,2,0.5,0,0,0,0,0,0,2,0,0,0,1,5,5
0,22300532,1610612758,SAC,Sacramento,203084,Harrison Barnes,Harrison,21.1,1,5,0.2,0,4,0,2,2,1,2,0,2,0,1,0,1,1,4,-11
1,22300532,1610612758,SAC,Sacramento,1631099,Keegan Murray,Keegan,35.21666667,6,14,0.429,3,7,0.429,0,1,0,2,6,8,3,1,2,2,2,15,-6
2,22300532,1610612758,SAC,Sacramento,1627734,Domantas Sabonis,Domantas,32.75,6,10,0.6,0,0,0,2,2,1,5,7,12,5,0,0,4,3,14,-20
3,22300532,1610612758,SAC,Sacramento,1630537,Chris Duarte,Chris,9.8,0,2,0,0,1,0,1,2,0.5,1,2,3,0,0,0,1,1,1,-9
4,22300532,1610612758,SAC,Sacramento,1628368,De'Aaron Fox,De'Aaron,37.83333333,5,15,0.333,2,7,0.286,9,11,0.818,1,4,5,4,1,0,2,2,21,-25
5,22300532,1610612758,SAC,Sacramento,203458,Alex Len,Alex,8.183333333,1,1,1,0,0,0,0,0,0,2,2,4,1,0,0,0,1,2,-1
6,22300532,1610612758,SAC,Sacramento,1641732,Colby Jones,Colby,8.8,0,4,0,0,1,0,0,0,0,1,2,3,3,1,0,1,3,0,6
7,22300532,1610612758,SAC,Sacramento,1628370,Malik Monk,Malik,26.91666667,5,17,0.294,0,7,0,5,6,0.833,0,1,1,4,2,1,2,1,15,-9
8,22300532,1610612758,SAC,Sacramento,1626168,Trey Lyles,Trey,21.66666667,2,8,0.25,1,5,0.2,0,0,0,2,1,3,0,0,0,0,1,5,-6
9,22300532,1610612758,SAC,Sacramento,1629308,Juan Toscano-Anderson,Juan,2.633333333,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,-5
10,22300532,1610612758,SAC,Sacramento,1628426,Sasha Vezenkov,Sasha,8.533333333,1,5,0.2,0,1,0,0,0,0,5,0,5,0,0,0,1,0,2,-5
11,22300532,1610612758,SAC,Sacramento,1631165,Keon Ellis,Keon,10.03333333,1,3,0.333,1,2,0.5,0,0,0,0,2,2,0,0,0,2,1,3,-11
12,22300532,1610612758,SAC,Sacramento,201580,JaVale McGee,JaVale,5,0,3,0,0,1,0,2,2,1,1,4,5,0,0,1,0,0,2,1
13,22300532,1610612758,SAC,Sacramento,1630558,Davion Mitchell,Davion,5.766666667,2,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
14,22300532,1610612758,SAC,Sacramento,1630556,Kessler Edwards,Kessler,5.766666667,1,3,0.333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3
15,22300532,1610612755,PHI,Philadelphia,201587,Nicolas Batum,Nicolas,25.45,5,5,1,4,4,1,0,0,0,3,2,5,3,0,0,0,2,14,2
16,22300532,1610612755,PHI,Philadelphia,202699,Tobias Harris,Tobias,36.38333333,14,25,0.56,3,7,0.429,6,6,1,3,4,7,3,3,0,3,0,37,19
17,22300532,1610612755,PHI,Philadelphia,1630194,Paul Reed,Paul,24.45,3,9,0.333,0,1,0,2,2,1,5,3,8,2,2,3,0,4,8,9
18,22300532,1610612755,PHI,Philadelphia,1629001,De'Anthony Melton,De'Anthony,25.11666667,2,9,0.222,2,8,0.25,0,0,0,1,3,4,3,1,0,1,3,6,9
19,22300532,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,40.38333333,6,17,0.353,3,6,0.5,6,6,1,0,3,3,4,3,2,3,3,21,17
20,22300532,1610612755,PHI,Philadelphia,201976,Patrick Beverley,Patrick,27.15,2,8,0.25,0,4,0,0,0,0,0,9,9,7,0,0,3,2,4,13
21,22300532,1610612755,PHI,Philadelphia,202694,Marcus Morris Sr.,Marcus,16.71666667,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,2
22,22300532,1610612755,PHI,Philadelphia,1628964,Mo Bamba,Mo,20.33333333,4,6,0.667,2,2,1,1,2,0.5,2,1,3,0,1,4,2,1,11,9
23,22300532,1610612755,PHI,Philadelphia,1627863,Danuel House Jr.,Danuel,14.36666667,1,2,0.5,0,1,0,2,2,1,0,2,2,1,0,0,0,3,4,12
24,22300532,1610612755,PHI,Philadelphia,1627788,Furkan Korkmaz,Furkan,3.216666667,1,3,0.333,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0,3,1
25,22300532,1610612755,PHI,Philadelphia,1630231,KJ Martin,KJ,3.216666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
26,22300532,1610612755,PHI,Philadelphia,1630531,Jaden Springer,Jaden,3.216666667,1,3,0.333,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1
0,22300533,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,21.41666667,5,6,0.833,3,3,1,0,0,0,1,3,4,0,1,0,1,3,13,1
1,22300533,1610612754,IND,Indiana,1630188,Jalen Smith,Jalen,19.25,3,7,0.429,0,0,0,0,0,0,3,4,7,0,0,0,0,1,6,11
2,22300533,1610612754,IND,Indiana,1626167,Myles Turner,Myles,25.93333333,5,9,0.556,0,3,0,2,3,0.667,2,5,7,4,2,2,3,2,12,9
3,22300533,1610612754,IND,Indiana,1628971,Bruce Brown,Bruce,21.15,5,9,0.556,2,3,0.667,0,0,0,0,1,1,4,0,0,2,0,12,8
4,22300533,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,22.66666667,4,6,0.667,2,2,1,0,0,0,0,4,4,6,2,0,4,2,10,4
5,22300533,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,25.33333333,3,5,0.6,0,0,0,0,0,0,0,4,4,14,3,1,5,0,6,14
6,22300533,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,27.28333333,6,9,0.667,0,1,0,3,5,0.6,1,0,1,3,0,0,5,2,15,16
7,22300533,1610612754,IND,Indiana,1627741,Buddy Hield,Buddy,23.25,7,11,0.636,4,6,0.667,0,0,0,0,3,3,2,0,3,2,3,18,14
8,22300533,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,20.55,7,7,1,0,0,0,4,4,1,2,5,7,4,0,0,1,4,18,10
9,22300533,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,18.36666667,6,7,0.857,0,0,0,0,0,0,1,4,5,2,4,3,2,3,12,11
10,22300533,1610612754,IND,Indiana,1631112,Kendall Brown,Kendall,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
11,22300533,1610612754,IND,Indiana,1631131,Oscar Tshiebwe,Oscar,3.7,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,-2
12,22300533,1610612754,IND,Indiana,1629670,Jordan Nwora,Jordan,3.7,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-2
13,22300533,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
15,22300533,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,31.2,3,10,0.3,3,7,0.429,8,9,0.889,1,3,4,2,1,0,0,1,17,1
16,22300533,1610612737,ATL,Atlanta,1630552,Jalen Johnson,Jalen,32.46666667,7,11,0.636,1,2,0.5,1,3,0.333,0,4,4,3,2,0,3,3,16,-17
17,22300533,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,21.68333333,3,5,0.6,0,0,0,1,4,0.25,3,2,5,1,1,1,0,1,7,-1
18,22300533,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,31.78333333,13,18,0.722,3,6,0.5,0,0,0,0,4,4,4,3,0,3,2,29,-1
19,22300533,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,30.05,4,17,0.235,2,6,0.333,3,3,1,3,0,3,6,2,0,5,1,13,-19
20,22300533,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,24.93333333,3,12,0.25,2,5,0.4,2,2,1,3,2,5,2,3,0,2,2,10,-24
21,22300533,1610612737,ATL,Atlanta,1630235,Trent Forrest,Trent,19.63333333,2,5,0.4,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,-5
22,22300533,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,22.61666667,3,4,0.75,0,0,0,0,0,0,1,0,1,1,0,0,0,2,6,-19
23,22300533,1610612737,ATL,Atlanta,201988,Patty Mills,Patty,14.53333333,1,3,0.333,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,-11
24,22300533,1610612737,ATL,Atlanta,1631100,AJ Griffin,AJ,3.7,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2
25,22300533,1610612737,ATL,Atlanta,1628981,Bruno Fernando,Bruno,3.7,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
26,22300533,1610612737,ATL,Atlanta,1641754,Seth Lundy,Seth,3.7,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2
0,22300534,1610612745,HOU,Houston,1630256,Jae'Sean Tate,Jae'Sean,19.63333333,1,2,0.5,0,0,0,0,0,0,2,5,7,1,0,0,1,1,2,0
1,22300534,1610612745,HOU,Houston,1631095,Jabari Smith Jr.,Jabari,40.98333333,7,15,0.467,1,3,0.333,4,4,1,5,6,11,1,1,2,1,0,19,-3
2,22300534,1610612745,HOU,Houston,1630578,Alperen Sengun,Alperen,37.3,12,19,0.632,0,1,0,5,7,0.714,0,6,6,1,1,0,4,3,29,10
3,22300534,1610612745,HOU,Houston,1630224,Jalen Green,Jalen,39.01666667,9,25,0.36,2,9,0.222,8,9,0.889,2,2,4,3,2,1,1,3,28,8
4,22300534,1610612745,HOU,Houston,1627832,Fred VanVleet,Fred,42.53333333,7,15,0.467,3,9,0.333,3,3,1,1,3,4,12,2,2,0,5,20,12
5,22300534,1610612745,HOU,Houston,1641715,Cam Whitmore,Cam,15.45,1,7,0.143,1,5,0.2,0,0,0,0,1,1,0,0,0,0,2,3,5
6,22300534,1610612745,HOU,Houston,1641708,Amen Thompson,Amen,7.816666667,1,2,0.5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,-8
7,22300534,1610612745,HOU,Houston,1628988,Aaron Holiday,Aaron,3.333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-9
8,22300534,1610612745,HOU,Houston,201145,Jeff Green,Jeff,13.11666667,2,2,1,0,0,0,2,2,1,0,2,2,0,0,0,1,2,6,-3
9,22300534,1610612745,HOU,Houston,203493,Reggie Bullock Jr.,Reggie,20.81666667,1,3,0.333,1,3,0.333,0,0,0,0,4,4,1,1,0,1,0,3,-2
12,22300534,1610612765,DET,Detroit,1628995,Kevin Knox II,Kevin,35.18333333,7,9,0.778,2,4,0.5,3,3,1,0,7,7,2,1,2,1,1,19,-1
13,22300534,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,28.65,6,13,0.462,3,8,0.375,1,2,0.5,0,7,7,1,0,0,3,1,16,-10
14,22300534,1610612765,DET,Detroit,1631105,Jalen Duren,Jalen,31.53333333,7,12,0.583,0,0,0,1,2,0.5,2,6,8,3,2,1,2,3,15,9
15,22300534,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,28.03333333,8,19,0.421,1,6,0.167,1,4,0.25,5,2,7,8,0,1,3,3,18,7
16,22300534,1610612765,DET,Detroit,1630165,Killian Hayes,Killian,28.76666667,2,6,0.333,0,2,0,1,1,1,0,4,4,8,1,1,1,1,5,-7
17,22300534,1610612765,DET,Detroit,202692,Alec Burks,Alec,29.93333333,7,14,0.5,5,9,0.556,0,0,0,0,0,0,1,0,2,2,3,19,-11
18,22300534,1610612765,DET,Detroit,1630587,Isaiah Livers,Isaiah,16.5,1,4,0.25,1,4,0.25,0,0,0,0,0,0,1,0,2,0,3,3,-3
19,22300534,1610612765,DET,Detroit,1641709,Ausar Thompson,Ausar,18.26666667,2,3,0.667,0,1,0,0,0,0,2,6,8,0,0,0,1,2,4,5
20,22300534,1610612765,DET,Detroit,1628963,Marvin Bagley III,Marvin,12.21666667,4,6,0.667,0,0,0,3,4,0.75,1,3,4,1,1,0,0,2,11,-2
21,22300534,1610612765,DET,Detroit,1631204,Marcus Sasser,Marcus,10.91666667,0,2,0,0,1,0,0,0,0,1,0,1,7,1,0,1,2,0,3
0,22300535,1610612753,ORL,Orlando,1631216,Caleb Houstan,Caleb,31.96666667,3,9,0.333,3,9,0.333,0,0,0,1,1,2,3,0,0,0,4,9,2
1,22300535,1610612753,ORL,Orlando,1631094,Paolo Banchero,Paolo,36.25,10,26,0.385,1,7,0.143,4,6,0.667,3,5,8,6,0,0,4,2,25,10
2,22300535,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,19.4,1,1,1,0,0,0,0,2,0,0,9,9,1,1,1,0,1,2,-10
3,22300535,1610612753,ORL,Orlando,1629643,Chuma Okeke,Chuma,29.2,6,10,0.6,4,8,0.5,0,0,0,2,2,4,2,0,1,1,0,16,-17
4,22300535,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,13.83333333,1,5,0.2,0,4,0,0,0,0,0,0,0,0,0,3,0,3,2,-11
5,22300535,1610612753,ORL,Orlando,1628365,Markelle Fultz,Markelle,16.96666667,1,2,0.5,0,0,0,1,2,0.5,2,1,3,3,2,1,2,2,3,-6
6,22300535,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,27.31666667,2,8,0.25,0,2,0,1,2,0.5,1,2,3,0,2,1,0,1,5,2
7,22300535,1610612753,ORL,Orlando,1629021,Moritz Wagner,Moritz,28.6,7,9,0.778,0,1,0,5,5,1,1,4,5,4,1,1,1,5,19,7
8,22300535,1610612753,ORL,Orlando,204060,Joe Ingles,Joe,20.03333333,5,10,0.5,4,8,0.5,0,1,0,0,0,0,6,3,0,2,2,14,0
9,22300535,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,9.266666667,0,1,0,0,0,0,1,2,0.5,0,3,3,1,1,0,0,0,1,4
10,22300535,1610612753,ORL,Orlando,1630243,Trevelin Queen,Trevelin,7.2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4
12,22300535,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,31.93333333,2,5,0.4,1,3,0.333,2,2,1,2,6,8,1,1,0,1,2,7,-5
13,22300535,1610612748,MIA,Miami,1631107,Nikola Jovic,Nikola,24.96666667,1,8,0.125,1,4,0.25,1,2,0.5,0,3,3,4,0,0,2,2,4,-1
14,22300535,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,39.41666667,8,17,0.471,0,0,0,5,6,0.833,4,7,11,7,0,1,4,3,21,17
15,22300535,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,41.41666667,9,19,0.474,4,10,0.4,1,1,1,1,3,4,3,1,0,3,1,23,13
16,22300535,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,36.96666667,8,16,0.5,0,2,0,3,3,1,4,3,7,3,1,0,3,3,19,-4
17,22300535,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,25.16666667,4,6,0.667,0,1,0,1,1,1,0,1,1,2,1,0,2,2,9,-5
18,22300535,1610612748,MIA,Miami,201567,Kevin Love,Kevin,16.16666667,2,6,0.333,1,4,0.25,0,1,0,1,2,3,1,1,0,1,3,5,-3
19,22300535,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,23.96666667,3,6,0.5,1,2,0.5,4,4,1,0,4,4,2,1,0,0,1,11,3
0,22300536,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,30.73333333,8,13,0.615,1,5,0.2,0,0,0,3,2,5,8,1,1,0,2,17,4
1,22300536,1610612744,GSW,Golden State,203967,Dario Saric,Dario,28.18333333,4,6,0.667,2,3,0.667,2,4,0.5,1,6,7,6,2,0,0,2,12,6
2,22300536,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,26.5,4,4,1,0,0,0,1,2,0.5,3,2,5,1,0,1,0,2,9,-7
3,22300536,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,34,9,19,0.474,7,15,0.467,5,6,0.833,2,4,6,6,1,1,1,1,30,10
4,22300536,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,35.18333333,8,24,0.333,6,15,0.4,5,5,1,0,5,5,9,1,0,1,1,27,5
5,22300536,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,27.21666667,2,8,0.25,0,4,0,1,1,1,1,2,3,4,0,0,0,3,5,12
6,22300536,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,17.06666667,4,5,0.8,0,0,0,5,7,0.714,3,4,7,2,1,1,1,2,13,13
7,22300536,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,24.25,9,12,0.75,4,4,1,2,3,0.667,0,5,5,1,1,0,0,2,24,6
8,22300536,1610612744,GSW,Golden State,202709,Cory Joseph,Cory,12.83333333,1,3,0.333,0,1,0,0,0,0,0,1,1,2,0,0,0,1,2,4
9,22300536,1610612744,GSW,Golden State,1629010,Jerome Robinson,Jerome,4.066666667,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,1,-8
12,22300536,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,40.98333333,15,21,0.714,2,5,0.4,7,8,0.875,1,6,7,5,0,0,1,5,39,4
13,22300536,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,29.06666667,2,6,0.333,2,6,0.333,0,0,0,1,1,2,2,0,1,0,0,6,-12
14,22300536,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,32.71666667,6,12,0.5,2,5,0.4,0,0,0,2,5,7,2,0,0,3,1,14,-7
15,22300536,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,35.06666667,9,15,0.6,4,8,0.5,3,3,1,0,8,8,7,0,1,1,3,25,2
16,22300536,1610612741,CHI,Chicago,1629632,Coby White,Coby,37.21666667,9,13,0.692,5,7,0.714,2,3,0.667,0,4,4,7,0,0,1,4,25,11
17,22300536,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,28.65,4,8,0.5,1,3,0.333,0,0,0,1,2,3,7,1,0,2,3,9,-2
18,22300536,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,16.65,2,4,0.5,2,3,0.667,0,0,0,0,0,0,0,0,0,3,4,6,-23
19,22300536,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,12.1,2,2,1,0,0,0,1,2,0.5,0,4,4,1,0,1,0,0,5,-6
20,22300536,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,7.55,1,5,0.2,0,3,0,0,0,0,1,0,1,0,0,0,1,1,2,-12
0,22300537,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,28.68333333,10,16,0.625,2,5,0.4,0,0,0,0,7,7,4,2,2,1,3,22,11
1,22300537,1610612746,LAC,LA,202331,Paul George,Paul,34.61666667,12,18,0.667,7,10,0.7,6,6,1,0,3,3,1,2,0,4,3,37,18
2,22300537,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,21.95,2,5,0.4,0,0,0,2,2,1,4,7,11,0,0,2,0,3,6,6
3,22300537,1610612746,LAC,LA,1629611,Terance Mann,Terance,26.45,3,8,0.375,1,4,0.25,0,0,0,2,3,5,0,0,0,1,0,7,2
4,22300537,1610612746,LAC,LA,201935,James Harden,James,27.78333333,3,7,0.429,2,4,0.5,3,3,1,0,1,1,9,1,0,3,0,11,20
5,22300537,1610612746,LAC,LA,201566,Russell Westbrook,Russell,16,5,11,0.455,1,3,0.333,1,3,0.333,1,1,2,2,0,0,1,1,12,0
6,22300537,1610612746,LAC,LA,1629599,Amir Coffey,Amir,25.76666667,6,6,1,1,1,1,0,1,0,0,2,2,1,2,0,1,0,13,-4
7,22300537,1610612746,LAC,LA,1626181,Norman Powell,Norman,24.26666667,5,8,0.625,0,2,0,1,1,1,0,5,5,0,0,0,1,2,11,11
8,22300537,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,21.83333333,2,4,0.5,1,1,1,2,4,0.5,2,3,5,4,2,3,0,2,7,14
9,22300537,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,4.216666667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-11
10,22300537,1610612746,LAC,LA,1630527,Brandon Boston Jr.,Brandon,4.216666667,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-11
11,22300537,1610612746,LAC,LA,1641757,Jordan Miller,Jordan,4.216666667,1,2,0.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,-11
15,22300537,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,Vince,26.53333333,2,6,0.333,2,5,0.4,0,0,0,2,1,3,1,1,0,1,2,6,-8
16,22300537,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,29.61666667,6,20,0.3,1,8,0.125,8,10,0.8,2,4,6,1,1,1,1,1,21,-14
17,22300537,1610612763,MEM,Memphis,1630214,Xavier Tillman,Xavier,30.58333333,8,10,0.8,1,2,0.5,3,7,0.429,4,5,9,2,1,2,2,1,20,-5
18,22300537,1610612763,MEM,Memphis,1628379,Luke Kennard,Luke,29.26666667,4,7,0.571,3,5,0.6,0,0,0,1,6,7,6,0,0,1,2,11,-13
19,22300537,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,22.8,3,11,0.273,3,6,0.5,6,7,0.857,0,1,1,3,1,0,0,3,15,-7
20,22300537,1610612763,MEM,Memphis,1630533,Ziaire Williams,Ziaire,18.71666667,5,12,0.417,3,5,0.6,0,0,0,2,1,3,2,0,0,1,2,13,4
21,22300537,1610612763,MEM,Memphis,1631223,David Roddy,David,26.91666667,7,11,0.636,3,5,0.6,0,0,0,1,5,6,4,1,0,2,3,17,-5
22,22300537,1610612763,MEM,Memphis,1629723,John Konchar,John,6.266666667,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,-11
23,22300537,1610612763,MEM,Memphis,1631367,Jacob Gilyard,Jacob,20.11666667,0,2,0,0,2,0,0,0,0,0,1,1,8,0,0,1,1,0,0
24,22300537,1610612763,MEM,Memphis,1631222,Jake LaRavia,Jake,19.88333333,5,10,0.5,2,4,0.5,0,0,0,2,2,4,1,0,1,0,4,12,5
25,22300537,1610612763,MEM,Memphis,1641713,GG Jackson,GG,9.3,1,5,0.2,0,1,0,2,3,0.667,3,2,5,1,0,0,0,1,4,9
0,22300538,1610612757,POR,Portland,1641739,Toumani Camara,Toumani,24.78333333,5,8,0.625,1,3,0.333,3,4,0.75,2,3,5,0,0,1,3,1,14,-16
1,22300538,1610612757,POR,Portland,203924,Jerami Grant,Jerami,30.53333333,4,15,0.267,2,7,0.286,3,3,1,0,0,0,1,2,0,0,3,13,-36
2,22300538,1610612757,POR,Portland,1641871,Duop Reath,Duop,23.88333333,6,14,0.429,2,6,0.333,0,3,0,3,3,6,0,1,1,1,4,14,-20
3,22300538,1610612757,POR,Portland,1630703,Scoot Henderson,Scoot,25.18333333,3,4,0.75,0,0,0,2,7,0.286,0,2,2,4,0,0,6,2,8,-27
4,22300538,1610612757,POR,Portland,1629014,Anfernee Simons,Anfernee,28.81666667,0,10,0,0,2,0,5,5,1,0,2,2,3,0,1,3,0,5,-35
5,22300538,1610612757,POR,Portland,1627763,Malcolm Brogdon,Malcolm,25.9,2,7,0.286,2,5,0.4,3,4,0.75,0,2,2,3,0,0,1,1,9,-8
6,22300538,1610612757,POR,Portland,1629680,Matisse Thybulle,Matisse,14.36666667,1,3,0.333,1,2,0.5,0,0,0,0,1,1,0,2,0,0,1,3,-14
7,22300538,1610612757,POR,Portland,1630641,Ibou Badji,Ibou,8.5,1,1,1,0,0,0,0,0,0,3,3,6,0,0,1,1,3,2,2
8,22300538,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,32.46666667,6,11,0.545,1,2,0.5,4,4,1,2,11,13,3,1,0,4,4,17,2
9,22300538,1610612757,POR,Portland,1631200,Kris Murray,Kris,9.466666667,0,1,0,0,0,0,2,2,1,0,0,0,1,1,0,0,0,2,13
10,22300538,1610612757,POR,Portland,1631303,Justin Minaya,Justin,9.466666667,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,0,0,3,13
11,22300538,1610612757,POR,Portland,1641712,Rayan Rupert,Rayan,6.633333333,1,2,0.5,0,0,0,1,2,0.5,0,1,1,1,0,0,0,0,3,11
12,22300538,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,23.9,4,8,0.5,1,3,0.333,0,0,0,0,2,2,3,2,0,4,1,9,36
13,22300538,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,Karl-Anthony,27.76666667,7,8,0.875,3,3,1,6,7,0.857,1,7,8,1,2,0,0,2,23,38
14,22300538,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,28.43333333,9,11,0.818,0,0,0,6,8,0.75,5,12,17,0,0,2,1,2,24,33
15,22300538,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,27.3,4,9,0.444,0,3,0,1,2,0.5,0,3,3,6,1,1,0,2,9,41
16,22300538,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,20.4,3,7,0.429,3,5,0.6,0,0,0,0,4,4,10,0,0,0,1,9,35
17,22300538,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,20.7,5,10,0.5,2,6,0.333,2,5,0.4,1,2,3,1,2,0,0,2,14,-4
18,22300538,1610612750,MIN,Minnesota,203937,Kyle Anderson,Kyle,15.25,1,2,0.5,0,0,0,0,0,0,0,2,2,1,0,0,2,2,2,-4
19,22300538,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,18.9,1,3,0.333,0,2,0,0,0,0,0,2,2,3,2,0,2,1,2,0
20,22300538,1610612750,MIN,Minnesota,1629162,Jordan McLaughlin,Jordan,12.86666667,1,3,0.333,0,2,0,0,0,0,0,0,0,5,1,0,2,2,2,-9
21,22300538,1610612750,MIN,Minnesota,1629003,Shake Milton,Shake,9.816666667,3,5,0.6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,-11
22,22300538,1610612750,MIN,Minnesota,1628972,Troy Brown Jr.,Troy,9.283333333,2,5,0.4,2,5,0.4,0,0,0,1,1,2,3,0,0,3,1,6,-10
23,22300538,1610612750,MIN,Minnesota,1631169,Josh Minott,Josh,9.283333333,0,3,0,0,0,0,2,2,1,0,0,0,0,1,1,0,2,2,-10
24,22300538,1610612750,MIN,Minnesota,1631111,Wendell Moore Jr.,Wendell,8.266666667,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,-11
25,22300538,1610612750,MIN,Minnesota,1631159,Leonard Miller,Leonard,7.85,2,4,0.5,0,2,0,0,0,0,0,2,2,0,1,1,1,2,4,-9
